time,close,change,pchange,mchange,AU,DU,RSI,DPR,flag,buying_,buying_profit
2021-01-01,32235000.0,0.0,0.0,0.0,,,,,,False,1.0
2021-01-02,34364000.0,2129000.0,2129000.0,0.0,,,,1.0660462230494803,,False,1.0
2021-01-03,38096000.0,3732000.0,3732000.0,0.0,,,,1.1086020253753928,,False,1.0
2021-01-04,36632000.0,-1464000.0,0.0,1464000.0,,,,0.9615707685846283,,False,1.0
2021-01-05,36512000.0,-120000.0,0.0,120000.0,,,,0.9967241755841887,,False,1.0
2021-01-06,38188000.0,1676000.0,1676000.0,0.0,,,,1.0459027169149868,,False,1.0
2021-01-07,42700000.0,4512000.0,4512000.0,0.0,,,,1.118152299151566,,False,1.0
2021-01-08,47449000.0,4749000.0,4749000.0,0.0,,,,1.1112177985948477,,False,1.0
2021-01-09,46718000.0,-731000.0,0.0,731000.0,,,,0.9845939851208666,,False,1.0
2021-01-10,44404000.0,-2314000.0,0.0,2314000.0,,,,0.9504687700672118,,False,1.0
2021-01-11,37726000.0,-6678000.0,0.0,6678000.0,,,,0.8496081434105036,,False,1.0
2021-01-12,37332000.0,-394000.0,0.0,394000.0,,,,0.989556274187563,,False,1.0
2021-01-13,38171000.0,839000.0,839000.0,0.0,,,,1.022474016929176,,False,1.0
2021-01-14,43381000.0,5210000.0,5210000.0,0.0,1631928.5714285714,835785.7142857143,66.13117980780365,1.1364910534175159,,False,1.0
2021-01-15,40682000.0,-2699000.0,0.0,2699000.0,1631928.5714285714,1028571.4285714285,61.33916825516149,0.9377838224107328,,False,1.0
2021-01-16,40690000.0,8000.0,8000.0,0.0,1480428.5714285714,1028571.4285714285,59.00472584410408,1.0001966471658228,,False,1.0
2021-01-17,38723000.0,-1967000.0,0.0,1967000.0,1213857.142857143,1169071.4285714286,50.939720032373124,0.9516588842467437,,False,1.0
2021-01-18,39889000.0,1166000.0,1166000.0,0.0,1297142.857142857,1064500.0,54.92544536188488,1.0301113033597604,,False,1.0
2021-01-19,40329000.0,440000.0,440000.0,0.0,1328571.4285714286,1055928.5714285714,55.71698169727107,1.0110306099425908,,False,1.0
2021-01-20,38708000.0,-1621000.0,0.0,1621000.0,1208857.142857143,1171714.2857142857,50.78012481997119,0.9598055989486474,,False,1.0
2021-01-21,35298000.0,-3410000.0,0.0,3410000.0,886571.4285714285,1415285.7142857143,38.51548439148514,0.911904515862354,,False,1.0
2021-01-22,36064000.0,766000.0,766000.0,0.0,602071.4285714285,1415285.7142857143,29.84456325461176,1.0217009462292481,,False,1.0
2021-01-23,35293000.0,-771000.0,0.0,771000.0,602071.4285714285,1418142.857142857,29.802354771417463,0.978621339840284,,False,1.0
2021-01-24,35240000.0,-53000.0,0.0,53000.0,602071.4285714285,1256642.857142857,32.39182230420414,0.9984982857790496,,False,1.0
2021-01-25,37876000.0,2636000.0,2636000.0,0.0,790357.1428571428,779642.8571428572,50.34121929026387,1.0748013620885357,,False,1.0
2021-01-26,35113000.0,-2763000.0,0.0,2763000.0,790357.1428571428,948857.1428571428,45.44334469588073,0.9270514309853205,,False,1.0
2021-01-27,33487000.0,-1626000.0,0.0,1626000.0,730428.5714285715,1065000.0,40.682686187141954,0.9536923646512687,,False,1.0
2021-01-28,35297000.0,1810000.0,1810000.0,0.0,487571.4285714286,1065000.0,31.404122193595878,1.0540508256935528,,False,1.0
2021-01-29,39554000.0,4257000.0,4257000.0,0.0,791642.8571428572,872214.2857142857,47.57877565038208,1.1206051505793693,,False,1.0
2021-01-30,37269000.0,-2285000.0,0.0,2285000.0,791071.4285714285,1035428.5714285715,43.310781744945444,0.9422308742478637,,False,1.0
2021-01-31,36652000.0,-617000.0,0.0,617000.0,791071.4285714285,939000.0,45.72478427810577,0.9834446859320078,,False,1.0
2021-02-01,36516000.0,-136000.0,0.0,136000.0,707785.7142857143,948714.2857142857,42.7277823293519,0.9962894248608535,,False,1.0
2021-02-02,37274000.0,758000.0,758000.0,0.0,730500.0,948714.2857142857,43.502488408694546,1.020758023879943,,False,1.0
2021-02-03,38669000.0,1395000.0,1395000.0,0.0,830142.8571428572,832928.5714285715,49.916247906197654,1.0374255513226378,,False,1.0
2021-02-04,39414000.0,745000.0,745000.0,0.0,883357.1428571428,589357.1428571428,59.981569502376566,1.0192660787711085,,False,1.0
2021-02-05,40352000.0,938000.0,938000.0,0.0,895642.8571428572,589357.1428571428,60.31265031265032,1.023798650225808,,False,1.0
2021-02-06,42927000.0,2575000.0,2575000.0,0.0,1079571.4285714286,534285.7142857143,66.89386562804285,1.0638134417129264,,False,1.0
2021-02-07,41268000.0,-1659000.0,0.0,1659000.0,1079571.4285714286,649000.0,62.45454545454545,0.9613529946187714,,False,1.0
2021-02-08,45837000.0,4569000.0,4569000.0,0.0,1217642.857142857,649000.0,65.23169938392071,1.1107153242221577,,False,1.0
2021-02-09,49534000.0,3697000.0,3697000.0,0.0,1481714.2857142857,451642.85714285716,76.63945025307571,1.080655365752558,,False,1.0
2021-02-10,48402000.0,-1132000.0,0.0,1132000.0,1481714.2857142857,416357.14285714284,78.06420050427126,0.9771470101344532,,False,1.0
2021-02-11,50656000.0,2254000.0,2254000.0,0.0,1513428.5714285714,416357.14285714284,78.42469556205353,1.0465683236229908,,False,1.0
2021-02-12,50506000.0,-150000.0,0.0,150000.0,1209357.142857143,427071.4285714286,73.9022261021388,0.9970388502842704,,False,1.0
2021-02-13,50890000.0,384000.0,384000.0,0.0,1236785.7142857143,263857.14285714284,82.4170593555143,1.0076030570625272,False,False,1.0
2021-02-14,51885000.0,995000.0,995000.0,0.0,1307857.142857143,219785.7142857143,85.61275541216627,1.0195519748477107,False,False,1.0
2021-02-15,51732000.0,-153000.0,0.0,153000.0,1307857.142857143,221000.0,85.5447579891609,0.9970511708586297,False,False,1.0
2021-02-16,54293000.0,2561000.0,2561000.0,0.0,1436642.857142857,221000.0,86.66781574524927,1.0495051418851,False,False,1.0
2021-02-17,56582000.0,2289000.0,2289000.0,0.0,1500500.0,221000.0,87.1623584083648,1.0421601311402944,False,False,1.0
2021-02-18,58029000.0,1447000.0,1447000.0,0.0,1550642.857142857,221000.0,87.52570253598356,1.0255735039411826,False,False,1.0
2021-02-19,59325000.0,1296000.0,1296000.0,0.0,1576214.2857142857,221000.0,87.7031914470808,1.0223336607558289,False,False,1.0
2021-02-20,64588000.0,5263000.0,5263000.0,0.0,1768214.2857142857,221000.0,88.89008581995763,1.0887147071217869,False,False,1.0
2021-02-21,65085000.0,497000.0,497000.0,0.0,1803714.2857142857,102500.0,94.62285007681642,1.0076949278503746,False,False,1.0
2021-02-22,59803000.0,-5282000.0,0.0,5282000.0,1477357.142857143,479785.71428571426,75.48540145985402,0.918844587846662,,False,1.0
2021-02-23,52556000.0,-7247000.0,0.0,7247000.0,1213285.7142857143,997428.5714285715,54.882067851373186,0.8788187883550992,,False,1.0
2021-02-24,55331000.0,2775000.0,2775000.0,0.0,1411500.0,916571.4285714285,60.629583039302915,1.0528008219803637,,False,1.0
2021-02-25,57468000.0,2137000.0,2137000.0,0.0,1403142.857142857,916571.4285714285,60.48774479615716,1.0386221105709277,,False,1.0
2021-02-26,53672000.0,-3796000.0,0.0,3796000.0,1403142.857142857,1177000.0,54.382370854327,0.9339458481241735,,False,1.0
2021-02-27,54016000.0,344000.0,344000.0,0.0,1400285.7142857143,1177000.0,54.33179978936865,1.0064093009390371,,False,1.0
2021-02-28,51403000.0,-2613000.0,0.0,2613000.0,1329214.2857142857,1363642.857142857,49.360742705570296,0.9516254443127962,,False,1.0
2021-03-01,54363000.0,2960000.0,2960000.0,0.0,1540642.857142857,1352714.2857142857,53.247586836843006,1.0575841876933252,,False,1.0
2021-03-02,55600000.0,1237000.0,1237000.0,0.0,1446071.4285714286,1352714.2857142857,51.66781512390577,1.0227544469584091,,False,1.0
2021-03-03,57669000.0,2069000.0,2069000.0,0.0,1430357.142857143,1352714.2857142857,51.39491312270616,1.0372122302158273,,False,1.0
2021-03-04,56759000.0,-910000.0,0.0,910000.0,1327000.0,1417714.2857142857,48.34747306511217,0.9842202916644991,,False,1.0
2021-03-05,55836000.0,-923000.0,0.0,923000.0,1234428.5714285714,1483642.857142857,45.41560455154653,0.9837382617734632,,False,1.0
2021-03-06,55236000.0,-600000.0,0.0,600000.0,858500.0,1526500.0,35.9958071278826,0.9892542445733935,,False,1.0
2021-03-07,57691000.0,2455000.0,2455000.0,0.0,998357.1428571428,1526500.0,39.54113386896005,1.0444456513867768,,False,1.0
2021-03-08,58137000.0,446000.0,446000.0,0.0,1030214.2857142857,1149214.2857142857,47.26992658626114,1.0077308418990831,,False,1.0
2021-03-09,62203000.0,4066000.0,4066000.0,0.0,1320642.857142857,631571.4285714285,67.64845779517763,1.06993824930767,,False,1.0
2021-03-10,64047000.0,1844000.0,1844000.0,0.0,1254142.857142857,631571.4285714285,66.50757575757576,1.0296448724338054,,False,1.0
2021-03-11,65061000.0,1014000.0,1014000.0,0.0,1173928.5714285714,631571.4285714285,65.01958302013688,1.015832123284463,,False,1.0
2021-03-12,65265000.0,204000.0,204000.0,0.0,1188500.0,360428.5714285714,76.73045884251786,1.0031355189745008,,False,1.0
